Categoria,Consumo_Agua_Litros,Consumo_Energia_kWh,Custo_Produção,Data_Compra,Data_Receção,Emissao_Gases_CO2e_kg,Fabricante,País_Fabricante,Preço_Unitário,Produto,Produto_ID,Quantidade_Vendida,Região_Fabricante,Indice
Moda,14.98,14.44,90.06,2023-07-04 01:00:00,2023-07-09 01:00:00,8.53,TechWorld,França,180.12,Vestido 2,23,8,Marselha,0.5389740896554542
Moda,14.98,14.44,90.06,2023-06-08 01:00:00,2023-06-12 01:00:00,8.53,TechWorld,França,180.12,Vestido 2,23,7,Marselha,0.5389740896554542
Casa,13.1,40.04,90.11,2023-08-10 01:00:00,2023-08-25 01:00:00,8.24,StyleSupplies,Itália,109.16,Panelas 3,39,1,Nápoles,0.5477754522784326
Casa,13.1,40.04,90.11,2023-01-29 00:00:00,2023-02-02 00:00:00,8.24,StyleSupplies,Itália,109.16,Panelas 3,39,3,Nápoles,0.5477754522784326
Moda,2.69,28.77,90.18,2023-03-26 00:00:00,2023-04-05 01:00:00,9.33,FashionCo,França,191.32,Casaco 3,18,5,Lyon,0.5178637054877431
Moda,2.69,28.77,90.18,2023-10-07 01:00:00,2023-10-12 01:00:00,9.33,FashionCo,França,191.32,Casaco 3,18,7,Lyon,0.5178637054877431
Moda,2.69,28.77,90.18,2023-06-06 01:00:00,2023-06-14 01:00:00,9.33,FashionCo,França,191.32,Casaco 3,18,4,Lyon,0.5178637054877431
Casa,2.34,19.9,90.21,2023-09-16 01:00:00,2023-09-21 01:00:00,1.84,FashionCo,Espanha,180.42,Tapete 2,47,1,Sevilha,0.900182594840183
Moda,14.26,26.2,90.21,2023-06-03 01:00:00,2023-06-15 01:00:00,2.22,GreenSupplies,Portugal,281.37,Casaco 3,18,6,Coimbra,0.8546874609858262
Moda,14.26,26.2,90.21,2023-02-10 00:00:00,2023-02-14 00:00:00,2.22,GreenSupplies,Portugal,281.37,Casaco 3,18,7,Coimbra,0.8546874609858262
Casa,5.92,38.92,90.37,2023-05-09 01:00:00,2023-05-21 01:00:00,3.21,EcoFriendly,França,151.79,Tapete 3,48,10,Paris,0.8166544108576654
Moda,10.12,17.93,90.61,2023-10-06 01:00:00,2023-10-14 01:00:00,4.27,StyleSupplies,França,181.22,Vestido 3,24,8,Lyon,0.7625731367928144
Beleza,6.63,29.63,90.64,2023-01-12 00:00:00,2023-01-15 00:00:00,5.18,StyleSupplies,Portugal,179.66,Perfume 2,65,9,Porto,0.7192248398221394
Casa,26.41,34.65,90.65,2023-04-28 01:00:00,2023-04-29 01:00:00,2.4,EcoFriendly,Alemanha,129.17,Panelas 3,39,8,Munique,0.8180235431548761
Beleza,10.82,18.18,90.68,2023-10-28 01:00:00,2023-11-12 00:00:00,1.36,TechWorld,Alemanha,130.18,Perfume 2,65,10,Munique,0.908043263983244
Beleza,10.82,18.18,90.68,2023-01-07 00:00:00,2023-01-11 00:00:00,1.36,TechWorld,Alemanha,130.18,Perfume 2,65,10,Munique,0.908043263983244
Moda,9.08,18.53,90.7,2023-09-07 01:00:00,2023-09-14 01:00:00,0.59,GreenSupplies,Portugal,181.4,Vestido 1,22,4,Lisboa,0.9502946025707167
Moda,4.11,18.47,90.76,2023-07-28 01:00:00,2023-08-05 01:00:00,4.16,StyleSupplies,Portugal,128.87,Calças 2,20,5,Porto,0.7799940392958351
Moda,4.11,18.47,90.76,2023-08-29 01:00:00,2023-09-08 01:00:00,4.16,StyleSupplies,Portugal,128.87,Calças 2,20,3,Porto,0.7799940392958351
Moda,4.11,18.47,90.76,2023-10-06 01:00:00,2023-10-18 01:00:00,4.16,StyleSupplies,Portugal,128.87,Calças 2,20,9,Porto,0.7799940392958351
Casa,5.51,14.52,90.82,2023-05-03 01:00:00,2023-05-12 01:00:00,1.5,GreenSupplies,Portugal,181.64,Panelas 1,37,8,Porto,0.913010595830409
Casa,5.51,14.52,90.82,2023-10-02 01:00:00,2023-10-16 01:00:00,1.5,GreenSupplies,Portugal,181.64,Panelas 1,37,1,Porto,0.913010595830409
Moda,2.25,9.22,90.88,2023-07-03 01:00:00,2023-07-13 01:00:00,0.6,TechWorld,Espanha,181.76,Calças 1,19,9,Sevilha,0.9670030085572302
Moda,2.25,9.22,90.88,2023-02-12 00:00:00,2023-02-23 00:00:00,0.6,TechWorld,Espanha,181.76,Calças 1,19,7,Sevilha,0.9670030085572302
Moda,2.25,9.22,90.88,2023-01-05 00:00:00,2023-01-08 00:00:00,0.6,TechWorld,Espanha,181.76,Calças 1,19,1,Sevilha,0.9670030085572302
Casa,12.69,14.85,91.06,2023-04-02 01:00:00,2023-04-08 01:00:00,3.95,FashionCo,França,220.04,Cadeira 2,50,6,Marselha,0.7747315409884183
Casa,12.69,14.85,91.06,2023-07-13 01:00:00,2023-07-19 01:00:00,3.95,FashionCo,França,220.04,Cadeira 2,50,5,Marselha,0.7747315409884183
Moda,4.65,27.95,91.09,2023-01-31 00:00:00,2023-02-05 00:00:00,1.68,GreenSupplies,Espanha,291.57,Casaco 3,18,2,Madrid,0.9005997459884206
Casa,25.07,31.77,91.19,2023-03-31 01:00:00,2023-04-15 01:00:00,6.5,EcoFriendly,Alemanha,182.38,Panelas 2,38,10,Hamburgo,0.6147258719092008
Casa,25.07,31.77,91.19,2023-01-21 00:00:00,2023-01-22 00:00:00,6.5,EcoFriendly,Alemanha,182.38,Panelas 2,38,1,Hamburgo,0.6147258719092008
Casa,25.07,31.77,91.19,2023-05-11 01:00:00,2023-05-18 01:00:00,6.5,EcoFriendly,Alemanha,182.38,Panelas 2,38,6,Hamburgo,0.6147258719092008
Casa,25.07,31.77,91.19,2023-01-19 00:00:00,2023-02-03 00:00:00,6.5,EcoFriendly,Alemanha,182.38,Panelas 2,38,1,Hamburgo,0.6147258719092008
Moda,11.69,13.32,91.21,2023-09-24 01:00:00,2023-09-25 01:00:00,5.83,StyleSupplies,Itália,182.42,Vestido 2,23,6,Nápoles,0.6823650355779997
Moda,11.69,13.32,91.21,2023-07-29 01:00:00,2023-08-12 01:00:00,5.83,StyleSupplies,Itália,182.42,Vestido 2,23,9,Nápoles,0.6823650355779997
Moda,14.6,23.3,91.3,2023-02-15 00:00:00,2023-02-26 00:00:00,5.2,TechWorld,Itália,280.29,Casaco 2,17,6,Roma,0.7045894681130483
Moda,14.6,23.3,91.3,2023-05-21 01:00:00,2023-05-24 01:00:00,5.2,TechWorld,Itália,280.29,Casaco 2,17,10,Roma,0.7045894681130483
Moda,14.6,23.3,91.3,2023-09-17 01:00:00,2023-09-19 01:00:00,5.2,TechWorld,Itália,280.29,Casaco 2,17,7,Roma,0.7045894681130483
Moda,9.06,27.79,91.31,2023-03-25 00:00:00,2023-04-05 01:00:00,5.57,FashionCo,Itália,156.01,Vestido 1,22,6,Milão,0.695339804102184
Moda,9.06,27.79,91.31,2023-08-08 01:00:00,2023-08-23 01:00:00,5.57,FashionCo,Itália,156.01,Vestido 1,22,8,Milão,0.695339804102184
Moda,9.06,27.79,91.31,2023-03-07 00:00:00,2023-03-15 00:00:00,5.57,FashionCo,Itália,156.01,Vestido 1,22,9,Milão,0.695339804102184
Moda,4.23,12.56,91.36,2023-01-29 00:00:00,2023-02-08 00:00:00,4.92,TechWorld,Espanha,182.72,Calças 1,19,4,Madrid,0.7435901509758054
Casa,6.34,24.25,91.37,2023-05-29 01:00:00,2023-06-01 01:00:00,7.63,StyleSupplies,Espanha,182.74,Cadeira 2,50,8,Sevilha,0.598091541067933
Moda,3.73,9.0,91.42,2023-07-04 01:00:00,2023-07-10 01:00:00,0.85,StyleSupplies,França,92.73,Casaco 3,18,1,Paris,0.9514875319953575
Moda,3.73,9.0,91.42,2023-10-14 01:00:00,2023-10-21 01:00:00,0.85,StyleSupplies,França,92.73,Casaco 3,18,6,Paris,0.9514875319953575
Moda,3.73,9.0,91.42,2023-04-12 01:00:00,2023-04-17 01:00:00,0.85,StyleSupplies,França,92.73,Casaco 3,18,8,Paris,0.9514875319953575
Moda,3.73,9.0,91.42,2023-06-18 01:00:00,2023-06-19 01:00:00,0.85,StyleSupplies,França,92.73,Casaco 3,18,1,Paris,0.9514875319953575
Casa,10.69,13.06,91.55,2023-07-08 01:00:00,2023-07-20 01:00:00,4.64,TechWorld,Portugal,170.74,Tapete 1,46,2,Lisboa,0.7445717829884037
Moda,5.33,20.7,91.6,2023-05-09 01:00:00,2023-05-17 01:00:00,8.39,FashionCo,França,107.59,Vestido 1,22,2,Lyon,0.563069866642061
Moda,5.33,20.7,91.6,2023-07-02 01:00:00,2023-07-14 01:00:00,8.39,FashionCo,França,107.59,Vestido 1,22,6,Lyon,0.563069866642061
Moda,9.33,19.54,91.81,2023-01-27 00:00:00,2023-02-07 00:00:00,8.36,EcoFriendly,Espanha,183.62,Calças 2,20,8,Sevilha,0.5569888050655434
Moda,9.33,19.54,91.81,2023-04-18 01:00:00,2023-04-28 01:00:00,8.36,EcoFriendly,Espanha,183.62,Calças 2,20,9,Sevilha,0.5569888050655434
Moda,9.33,19.54,91.81,2023-09-10 01:00:00,2023-09-11 01:00:00,8.36,EcoFriendly,Espanha,183.62,Calças 2,20,8,Sevilha,0.5569888050655434
Moda,9.33,19.54,91.81,2023-10-03 01:00:00,2023-10-07 01:00:00,8.36,EcoFriendly,Espanha,183.62,Calças 2,20,6,Sevilha,0.5569888050655434
Moda,9.33,19.54,91.81,2023-04-04 01:00:00,2023-04-08 01:00:00,8.36,EcoFriendly,Espanha,183.62,Calças 2,20,8,Sevilha,0.5569888050655434
Casa,2.21,20.57,91.87,2023-08-12 01:00:00,2023-08-21 01:00:00,6.93,FashionCo,Alemanha,188.22,Tapete 3,48,10,Berlim,0.6431211532108385
Casa,2.21,20.57,91.87,2023-08-23 01:00:00,2023-08-27 01:00:00,6.93,FashionCo,Alemanha,188.22,Tapete 3,48,9,Berlim,0.6431211532108385
Beleza,14.51,32.96,91.95,2023-05-06 01:00:00,2023-05-14 01:00:00,5.77,FashionCo,Alemanha,197.47,Perfume 1,64,3,Hamburgo,0.6723521889578923
Beleza,14.51,32.96,91.95,2023-08-10 01:00:00,2023-08-24 01:00:00,5.77,FashionCo,Alemanha,197.47,Perfume 1,64,8,Hamburgo,0.6723521889578923
Beleza,14.51,32.96,91.95,2023-05-10 01:00:00,2023-05-24 01:00:00,5.77,FashionCo,Alemanha,197.47,Perfume 1,64,5,Hamburgo,0.6723521889578923
Moda,4.23,5.1,91.97,2023-06-10 01:00:00,2023-06-16 01:00:00,3.47,GreenSupplies,Alemanha,122.41,Calças 3,21,6,Hamburgo,0.8196258613210659
Casa,14.16,36.34,92.07,2023-05-01 01:00:00,2023-05-06 01:00:00,8.5,GreenSupplies,Portugal,184.14,Cadeira 2,50,8,Lisboa,0.5339060449726463
Casa,16.98,35.6,92.07,2023-07-20 01:00:00,2023-07-21 01:00:00,7.64,TechWorld,Espanha,101.66,Panelas 2,38,7,Sevilha,0.5719558217809304
Casa,16.98,35.6,92.07,2023-07-11 01:00:00,2023-07-23 01:00:00,7.64,TechWorld,Espanha,101.66,Panelas 2,38,3,Sevilha,0.5719558217809304
Casa,16.98,35.6,92.07,2023-10-13 01:00:00,2023-10-17 01:00:00,7.64,TechWorld,Espanha,101.66,Panelas 2,38,4,Sevilha,0.5719558217809304
Beleza,9.8,17.02,92.09,2023-03-07 00:00:00,2023-03-09 00:00:00,7.91,GreenSupplies,França,184.18,Perfume 3,66,2,Paris,0.5797192913686345
Beleza,9.8,17.02,92.09,2023-07-22 01:00:00,2023-08-05 01:00:00,7.91,GreenSupplies,França,184.18,Perfume 3,66,4,Paris,0.5797192913686345
Beleza,9.8,17.02,92.09,2023-03-25 00:00:00,2023-04-02 01:00:00,7.91,GreenSupplies,França,184.18,Perfume 3,66,3,Paris,0.5797192913686345
Moda,8.2,28.08,92.17,2023-08-22 01:00:00,2023-08-23 01:00:00,1.18,TechWorld,Espanha,128.13,Casaco 1,16,5,Sevilha,0.918674904594281
Moda,8.2,28.08,92.17,2023-09-17 01:00:00,2023-10-01 01:00:00,1.18,TechWorld,Espanha,128.13,Casaco 1,16,6,Sevilha,0.918674904594281
Moda,8.2,28.08,92.17,2023-07-01 01:00:00,2023-07-13 01:00:00,1.18,TechWorld,Espanha,128.13,Casaco 1,16,7,Sevilha,0.918674904594281
Moda,8.2,28.08,92.17,2023-03-26 00:00:00,2023-04-09 01:00:00,1.18,TechWorld,Espanha,128.13,Casaco 1,16,2,Sevilha,0.918674904594281
Moda,8.51,14.97,92.26,2023-08-12 01:00:00,2023-08-21 01:00:00,7.14,EcoFriendly,Espanha,193.2,Casaco 2,17,5,Madrid,0.6219689094756284
Moda,8.51,14.97,92.26,2023-10-14 01:00:00,2023-10-26 01:00:00,7.14,EcoFriendly,Espanha,193.2,Casaco 2,17,9,Madrid,0.6219689094756284
Moda,8.51,14.97,92.26,2023-01-06 00:00:00,2023-01-19 00:00:00,7.14,EcoFriendly,Espanha,193.2,Casaco 2,17,1,Madrid,0.6219689094756284
Moda,8.51,14.97,92.26,2023-04-25 01:00:00,2023-05-10 01:00:00,7.14,EcoFriendly,Espanha,193.2,Casaco 2,17,4,Madrid,0.6219689094756284
Beleza,13.63,36.37,92.3,2023-01-01 00:00:00,2023-01-09 00:00:00,3.65,StyleSupplies,Portugal,184.6,Perfume 1,64,6,Coimbra,0.7799085232755367
Beleza,13.63,36.37,92.3,2023-02-12 00:00:00,2023-02-21 00:00:00,3.65,StyleSupplies,Portugal,184.6,Perfume 1,64,9,Coimbra,0.7799085232755367
Beleza,13.63,36.37,92.3,2023-06-09 01:00:00,2023-06-12 01:00:00,3.65,StyleSupplies,Portugal,184.6,Perfume 1,64,4,Coimbra,0.7799085232755367
Casa,12.41,30.96,92.54,2023-07-20 01:00:00,2023-08-02 01:00:00,6.15,EcoFriendly,Alemanha,190.18,Cadeira 1,49,10,Berlim,0.6581287155503129
Casa,12.41,30.96,92.54,2023-07-13 01:00:00,2023-07-14 01:00:00,6.15,EcoFriendly,Alemanha,190.18,Cadeira 1,49,8,Berlim,0.6581287155503129
Casa,39.88,132.39,92.56,2023-09-25 01:00:00,2023-10-06 01:00:00,4.71,FashionCo,Portugal,287.77,Mesa 1,52,3,Faro,0.637579051489447
Casa,39.88,132.39,92.56,2023-08-24 01:00:00,2023-09-01 01:00:00,4.71,FashionCo,Portugal,287.77,Mesa 1,52,7,Faro,0.637579051489447
Moda,11.29,15.28,92.57,2023-03-10 00:00:00,2023-03-13 00:00:00,7.01,TechWorld,Espanha,159.29,Vestido 3,24,2,Sevilha,0.6228357420852746
Moda,7.52,22.76,92.59,2023-08-05 01:00:00,2023-08-10 01:00:00,8.22,TechWorld,Espanha,109.17,Vestido 2,23,10,Barcelona,0.5664840092025796
Moda,7.52,22.76,92.59,2023-06-12 01:00:00,2023-06-21 01:00:00,8.22,TechWorld,Espanha,109.17,Vestido 2,23,9,Barcelona,0.5664840092025796
Moda,7.52,22.76,92.59,2023-03-05 00:00:00,2023-03-10 00:00:00,8.22,TechWorld,Espanha,109.17,Vestido 2,23,10,Barcelona,0.5664840092025796
Moda,7.52,22.76,92.59,2023-09-28 01:00:00,2023-10-11 01:00:00,8.22,TechWorld,Espanha,109.17,Vestido 2,23,7,Barcelona,0.5664840092025796
Moda,7.52,22.76,92.59,2023-10-05 01:00:00,2023-10-06 01:00:00,8.22,TechWorld,Espanha,109.17,Vestido 2,23,5,Barcelona,0.5664840092025796
Moda,12.14,8.28,92.61,2023-05-29 01:00:00,2023-06-04 01:00:00,5.09,EcoFriendly,França,221.99,Casaco 2,17,5,Marselha,0.7207291358463459
Moda,12.14,8.28,92.61,2023-07-19 01:00:00,2023-07-29 01:00:00,5.09,EcoFriendly,França,221.99,Casaco 2,17,2,Marselha,0.7207291358463459
Moda,12.14,8.28,92.61,2023-05-24 01:00:00,2023-06-01 01:00:00,5.09,EcoFriendly,França,221.99,Casaco 2,17,9,Marselha,0.7207291358463459
Moda,12.14,8.28,92.61,2023-10-23 01:00:00,2023-11-04 00:00:00,5.09,EcoFriendly,França,221.99,Casaco 2,17,7,Marselha,0.7207291358463459
Moda,12.14,8.28,92.61,2023-08-25 01:00:00,2023-09-01 01:00:00,5.09,EcoFriendly,França,221.99,Casaco 2,17,9,Marselha,0.7207291358463459
Moda,12.14,8.28,92.61,2023-04-17 01:00:00,2023-04-22 01:00:00,5.09,EcoFriendly,França,221.99,Casaco 2,17,4,Marselha,0.7207291358463459
Casa,11.69,15.82,92.61,2023-09-12 01:00:00,2023-09-17 01:00:00,9.23,StyleSupplies,Espanha,192.91,Cadeira 2,50,10,Barcelona,0.5097083909677524
Casa,15.22,32.04,92.79,2023-06-18 01:00:00,2023-06-20 01:00:00,8.09,GreenSupplies,França,798.35,Mesa 2,53,5,Paris,0.5541004949995819
Beleza,13.77,26.54,92.87,2023-02-22 00:00:00,2023-02-27 00:00:00,8.01,FashionCo,França,185.74,Perfume 2,65,2,Lyon,0.5631193859910972
Casa,2.47,14.33,92.88,2023-09-07 01:00:00,2023-09-12 01:00:00,9.3,EcoFriendly,Espanha,185.76,Tapete 3,48,1,Sevilha,0.5252470195015715
Casa,2.47,14.33,92.88,2023-06-30 01:00:00,2023-07-15 01:00:00,9.3,EcoFriendly,Espanha,185.76,Tapete 3,48,4,Sevilha,0.5252470195015715
Moda,14.09,24.86,93.01,2023-10-01 01:00:00,2023-10-10 01:00:00,6.15,FashionCo,Espanha,123.28,Vestido 1,22,9,Sevilha,0.6570475354335135
Moda,14.09,24.86,93.01,2023-06-08 01:00:00,2023-06-23 01:00:00,6.15,FashionCo,Espanha,123.28,Vestido 1,22,4,Sevilha,0.6570475354335135
Moda,14.09,24.86,93.01,2023-10-13 01:00:00,2023-10-18 01:00:00,6.15,FashionCo,Espanha,123.28,Vestido 1,22,3,Sevilha,0.6570475354335135
Casa,19.66,47.45,93.06,2023-03-31 01:00:00,2023-04-12 01:00:00,5.58,GreenSupplies,Alemanha,186.12,Panelas 3,39,3,Munique,0.6661615982037391
Casa,20.53,49.74,93.27,2023-02-09 00:00:00,2023-02-16 00:00:00,7.43,StyleSupplies,Portugal,110.66,Panelas 2,38,10,Porto,0.5701197096475313
Beleza,4.13,32.66,93.34,2023-10-28 01:00:00,2023-11-09 00:00:00,3.68,EcoFriendly,Portugal,186.68,Perfume 2,65,2,Faro,0.7988638547545928
Casa,3.3,14.98,93.35,2023-03-18 00:00:00,2023-03-25 00:00:00,4.64,TechWorld,Espanha,152.39,Cadeira 1,49,5,Barcelona,0.7586896252362406
Casa,3.3,14.98,93.35,2023-03-04 00:00:00,2023-03-13 00:00:00,4.64,TechWorld,Espanha,152.39,Cadeira 1,49,1,Barcelona,0.7586896252362406
Moda,6.4,5.94,93.42,2023-03-25 00:00:00,2023-03-30 01:00:00,3.95,TechWorld,Alemanha,283.58,Casaco 2,17,3,Hamburgo,0.7907103444676927
Moda,6.4,5.94,93.42,2023-04-19 01:00:00,2023-05-02 01:00:00,3.95,TechWorld,Alemanha,283.58,Casaco 2,17,6,Hamburgo,0.7907103444676927
Moda,6.4,5.94,93.42,2023-05-23 01:00:00,2023-06-01 01:00:00,3.95,TechWorld,Alemanha,283.58,Casaco 2,17,8,Hamburgo,0.7907103444676927
Moda,6.4,5.94,93.42,2023-02-03 00:00:00,2023-02-17 00:00:00,3.95,TechWorld,Alemanha,283.58,Casaco 2,17,7,Hamburgo,0.7907103444676927
Moda,6.4,5.94,93.42,2023-09-25 01:00:00,2023-10-06 01:00:00,3.95,TechWorld,Alemanha,283.58,Casaco 2,17,8,Hamburgo,0.7907103444676927
Moda,2.15,9.2,93.63,2023-07-11 01:00:00,2023-07-19 01:00:00,8.77,FashionCo,Portugal,102.67,Calças 1,19,2,Faro,0.5545850649269637
Moda,2.15,9.2,93.63,2023-07-12 01:00:00,2023-07-24 01:00:00,8.77,FashionCo,Portugal,102.67,Calças 1,19,8,Faro,0.5545850649269637
Moda,2.15,9.2,93.63,2023-09-16 01:00:00,2023-09-23 01:00:00,8.77,FashionCo,Portugal,102.67,Calças 1,19,2,Faro,0.5545850649269637
Casa,43.36,190.3,93.7,2023-02-11 00:00:00,2023-02-18 00:00:00,5.42,StyleSupplies,Portugal,316.81,Mesa 1,52,7,Lisboa,0.5729705637284324
Casa,9.74,28.67,93.7,2023-06-07 01:00:00,2023-06-17 01:00:00,6.6,StyleSupplies,França,174.73,Tapete 3,48,1,Lyon,0.6416234457762299
Casa,9.74,28.67,93.7,2023-10-24 01:00:00,2023-10-28 01:00:00,6.6,StyleSupplies,França,174.73,Tapete 3,48,4,Lyon,0.6416234457762299
Beleza,13.24,34.5,93.72,2023-07-01 01:00:00,2023-07-15 01:00:00,2.53,GreenSupplies,Alemanha,147.64,Perfume 3,66,7,Munique,0.8379600380953343
Beleza,13.24,34.5,93.72,2023-01-14 00:00:00,2023-01-21 00:00:00,2.53,GreenSupplies,Alemanha,147.64,Perfume 3,66,8,Munique,0.8379600380953343
Beleza,13.24,34.5,93.72,2023-09-08 01:00:00,2023-09-14 01:00:00,2.53,GreenSupplies,Alemanha,147.64,Perfume 3,66,3,Munique,0.8379600380953343
Beleza,13.24,34.5,93.72,2023-05-10 01:00:00,2023-05-16 01:00:00,2.53,GreenSupplies,Alemanha,147.64,Perfume 3,66,5,Munique,0.8379600380953343
Moda,3.07,9.79,93.75,2023-10-28 01:00:00,2023-11-05 00:00:00,9.31,StyleSupplies,França,187.5,Calças 1,19,9,Lyon,0.5252432324932376
Moda,3.07,9.79,93.75,2023-04-13 01:00:00,2023-04-21 01:00:00,9.31,StyleSupplies,França,187.5,Calças 1,19,8,Lyon,0.5252432324932376
Moda,3.07,9.79,93.75,2023-08-25 01:00:00,2023-09-09 01:00:00,9.31,StyleSupplies,França,187.5,Calças 1,19,7,Lyon,0.5252432324932376
Moda,3.07,9.79,93.75,2023-10-09 01:00:00,2023-10-20 01:00:00,9.31,StyleSupplies,França,187.5,Calças 1,19,7,Lyon,0.5252432324932376
Beleza,8.85,39.53,93.78,2023-08-12 01:00:00,2023-08-23 01:00:00,1.43,GreenSupplies,Portugal,187.56,Perfume 2,65,9,Lisboa,0.9004406352341987
Beleza,8.85,39.53,93.78,2023-09-30 01:00:00,2023-10-04 01:00:00,1.43,GreenSupplies,Portugal,187.56,Perfume 2,65,7,Lisboa,0.9004406352341987
Casa,16.71,10.89,93.82,2023-03-15 00:00:00,2023-03-18 00:00:00,6.28,GreenSupplies,Portugal,187.64,Panelas 1,37,3,Faro,0.6504706092176558
Casa,7.53,27.23,93.95,2023-01-26 00:00:00,2023-02-09 00:00:00,5.34,GreenSupplies,Itália,219.36,Cadeira 2,50,7,Nápoles,0.710238696803021
Moda,2.92,5.17,94.07,2023-02-12 00:00:00,2023-02-16 00:00:00,6.23,StyleSupplies,França,188.14,Calças 3,21,8,Paris,0.6828361387744737
Casa,6.12,31.2,94.15,2023-10-21 01:00:00,2023-11-03 00:00:00,9.08,StyleSupplies,Espanha,188.3,Tapete 3,48,8,Barcelona,0.5226892502611331
Casa,29.79,35.56,94.16,2023-03-26 00:00:00,2023-04-08 01:00:00,6.45,EcoFriendly,França,95.01,Panelas 2,38,5,Lyon,0.6063489718819647
Casa,29.79,35.56,94.16,2023-03-08 00:00:00,2023-03-21 00:00:00,6.45,EcoFriendly,França,95.01,Panelas 2,38,1,Lyon,0.6063489718819647
Moda,9.97,26.07,94.19,2023-04-09 01:00:00,2023-04-19 01:00:00,5.44,StyleSupplies,Espanha,105.63,Vestido 3,24,3,Madrid,0.7007245087813287
Moda,9.97,26.07,94.19,2023-07-09 01:00:00,2023-07-16 01:00:00,5.44,StyleSupplies,Espanha,105.63,Vestido 3,24,7,Madrid,0.7007245087813287
Moda,9.97,26.07,94.19,2023-02-05 00:00:00,2023-02-20 00:00:00,5.44,StyleSupplies,Espanha,105.63,Vestido 3,24,1,Madrid,0.7007245087813287
Moda,7.76,17.79,94.24,2023-10-01 01:00:00,2023-10-07 01:00:00,6.39,StyleSupplies,Espanha,96.42,Calças 2,20,1,Madrid,0.6602939960274128
Moda,7.76,17.79,94.24,2023-08-27 01:00:00,2023-08-31 01:00:00,6.39,StyleSupplies,Espanha,96.42,Calças 2,20,10,Madrid,0.6602939960274128
Moda,2.23,12.65,94.25,2023-06-23 01:00:00,2023-07-02 01:00:00,9.29,GreenSupplies,Portugal,188.5,Calças 3,21,8,Porto,0.5268653235016122
Moda,2.23,12.65,94.25,2023-07-09 01:00:00,2023-07-12 01:00:00,9.29,GreenSupplies,Portugal,188.5,Calças 3,21,8,Porto,0.5268653235016122
Moda,3.79,23.6,94.26,2023-06-28 01:00:00,2023-07-07 01:00:00,6.41,TechWorld,França,192.41,Casaco 1,16,10,Marselha,0.6650724475640051
Moda,8.78,14.72,94.31,2023-06-12 01:00:00,2023-06-24 01:00:00,4.41,TechWorld,Portugal,188.62,Calças 1,19,6,Porto,0.759399475969025
Casa,7.94,30.15,94.51,2023-02-15 00:00:00,2023-02-16 00:00:00,4.15,EcoFriendly,Itália,189.02,Tapete 2,47,7,Nápoles,0.7684191093922282
Casa,7.94,30.15,94.51,2023-01-17 00:00:00,2023-01-26 00:00:00,4.15,EcoFriendly,Itália,189.02,Tapete 2,47,5,Nápoles,0.7684191093922282
Casa,7.94,30.15,94.51,2023-09-22 01:00:00,2023-10-01 01:00:00,4.15,EcoFriendly,Itália,189.02,Tapete 2,47,2,Nápoles,0.7684191093922282
Casa,7.94,30.15,94.51,2023-01-07 00:00:00,2023-01-09 00:00:00,4.15,EcoFriendly,Itália,189.02,Tapete 2,47,9,Nápoles,0.7684191093922282
Casa,7.94,30.15,94.51,2023-07-25 01:00:00,2023-08-07 01:00:00,4.15,EcoFriendly,Itália,189.02,Tapete 2,47,2,Nápoles,0.7684191093922282
Casa,4.24,17.06,94.67,2023-02-17 00:00:00,2023-02-19 00:00:00,9.16,FashionCo,Itália,189.34,Cadeira 1,49,5,Milão,0.5277376053055703
Casa,4.24,17.06,94.67,2023-03-28 01:00:00,2023-04-04 01:00:00,9.16,FashionCo,Itália,189.34,Cadeira 1,49,3,Milão,0.5277376053055703
Casa,4.24,17.06,94.67,2023-07-29 01:00:00,2023-08-03 01:00:00,9.16,FashionCo,Itália,189.34,Cadeira 1,49,2,Milão,0.5277376053055703
Casa,4.24,17.06,94.67,2023-03-21 00:00:00,2023-03-29 01:00:00,9.16,FashionCo,Itália,189.34,Cadeira 1,49,7,Milão,0.5277376053055703
Casa,26.27,39.1,94.7,2023-03-14 00:00:00,2023-03-25 00:00:00,8.11,EcoFriendly,Alemanha,189.4,Panelas 3,39,5,Hamburgo,0.5282485675193554
Casa,26.27,39.1,94.7,2023-01-16 00:00:00,2023-01-19 00:00:00,8.11,EcoFriendly,Alemanha,189.4,Panelas 3,39,10,Hamburgo,0.5282485675193554
Beleza,12.77,43.26,94.72,2023-06-10 01:00:00,2023-06-25 01:00:00,3.27,GreenSupplies,Alemanha,189.44,Perfume 2,65,3,Berlim,0.7982381628046621
Beleza,12.77,43.26,94.72,2023-01-26 00:00:00,2023-01-30 00:00:00,3.27,GreenSupplies,Alemanha,189.44,Perfume 2,65,7,Berlim,0.7982381628046621
Beleza,12.77,43.26,94.72,2023-02-06 00:00:00,2023-02-16 00:00:00,3.27,GreenSupplies,Alemanha,189.44,Perfume 2,65,3,Berlim,0.7982381628046621
Beleza,12.77,43.26,94.72,2023-02-28 00:00:00,2023-03-01 00:00:00,3.27,GreenSupplies,Alemanha,189.44,Perfume 2,65,10,Berlim,0.7982381628046621
Beleza,8.42,25.02,94.75,2023-10-19 01:00:00,2023-10-30 00:00:00,6.83,EcoFriendly,Portugal,189.5,Perfume 2,65,7,Porto,0.634029516993597
